DATE,DVD_SH_12M,CF_INCR_CAP_STOCK,CF_DECR_CAP_STOCK,IQ_DIV_SHARE,IQ_TOTAL_REV,IQ_OPER_INC,IQ_EARNING_CO,IQ_NI,IQ_EBITDA,IQ_EBIT,IQ_BASIC_EPS_EXCL,IQ_DILUT_EPS_EXCL,IQ_DILUT_EPS_NORM,IQ_CASH_EQUIV,IQ_TOTAL_CA,IQ_TOTAL_ASSETS,IQ_TOTAL_CL,IQ_TOTAL_LIAB,IQ_BV_SHARE,IQ_TBV,IQ_TOTAL_DEBT,IQ_CASH_OPER,IQ_CAPEX,IQ_CF_SHARE,IQ_RETURN_ASSETS,IQ_RETURN_CAPITAL,IQ_RETURN_EQUITY,IQ_GROSS_MARGIN,IQ_CURRENT_RATIO,IQ_TOTAL_DEBT_CAPITAL
12/31/2015,11.4403,3.82,-17.04,10.91502,280.4723,37.51735,19.32797,19.87106,52.90197,35.5041,19.17924,18.85713,21.42901,150.66862,1080.01264,3483.59058,1467.05283,2699.2643,735.71666,295.36667,842.09107,51.74527,-19.18214,31.97338,2.5394,11.2579,9.942,32.0965,0.73618,52.1729
3/31/2016,11.6204,3.86,-17.95,11.10778,266.91938,37.12092,22.22222,22.39423,50.42176,34.14649,21.93209,21.67581,20.7203,156.89598,1098.11649,3568.29485,1505.39917,2780.75411,747.86276,291.27174,879.27963,32.16304,-16.00851,15.60537,2.4152,10.9012,11.4005,33.4254,0.72945,52.815
6/30/2016,11.6964,3.21,-15.72,11.37607,278.67339,39.20098,23.91864,23.45618,52.48052,35.73052,23.56407,23.22475,22.04718,165.85206,1115.62622,3640.29142,1532.37646,2840.55602,760.86123,292.99411,895.26326,46.49829,-16.47349,29.82665,2.4714,11.2377,12.0363,33.3528,0.72804,52.8179
9/30/2016,11.546,3.5,-16.88,11.54288,284.78638,42.43221,26.1086,27.58747,55.67105,38.78478,25.71545,25.40402,23.95408,173.05759,1127.987,3710.71336,1555.53598,2894.50666,775.85876,289.16666,907.85171,46.25494,-16.45507,29.44127,2.6342,11.9722,12.8949,33.5141,0.72514,52.6578
12/30/2016,12.0323,2.42,-16.75,11.65252,294.59584,39.97646,24.83642,24.98928,56.41088,38.62366,24.30062,23.9629,22.55799,160.14254,1103.83752,3690.90937,1572.31612,2880.91568,763.54601,270.1046,901.13882,55.11556,-18.54156,35.82796,2.6053,11.8177,12.2484,32.0412,0.70205,52.8475
3/31/2017,12.0716,2.64,-14.77,12.00975,285.53855,41.50388,28.15709,27.13408,55.84489,38.51444,27.77964,27.44312,23.4547,172.8671,1135.83557,3744.0259,1567.30533,2926.30778,778.23269,280.84799,911.53602,33.39732,-15.65772,17.18049,2.5918,11.8801,13.9021,32.3675,0.72471,52.7127
6/30/2017,12.4066,2.68,-14.1,11.97317,293.48667,44.20782,27.66034,27.21269,58.5938,41.15887,27.27902,26.95729,25.19239,174.38648,1182.23034,3864.77125,1623.83686,2963.64331,792.57468,282.97608,934.36632,40.10283,-15.17315,24.04152,2.6976,11.8956,13.4003,32.7245,0.72805,52.8825
9/29/2017,13.3262,3.47,-16.28,12.43317,301.97689,44.94814,29.10989,28.48225,61.18426,42.83657,28.80141,28.41874,25.87639,187.56485,1193.73682,3872.44969,1595.5666,3013.87389,813.03753,281.71092,951.08987,55.84686,-17.45824,38.40134,2.7668,12.2725,13.7727,32.1846,0.74816,52.5561
12/29/2017,12.9213,2.97,-17.02,12.81427,322.44748,44.60252,27.91286,27.03003,60.89753,42.52978,27.64421,27.09813,25.17056,181.71321,1213.42736,3914.85392,1677.65823,3030.97975,823.7042,276.27237,961.58503,53.25339,-19.85955,32.61002,2.7252,12.0733,12.881,30.6994,0.72329,52.5012
3/30/2018,13.0706,3.31,-20.59,12.95828,314.12895,46.36074,33.7655,33.36153,61.23613,42.77749,33.41343,33.01999,26.61021,235.21883,1240.01862,3955.43127,1703.15608,3068.90776,826.72893,281.46163,974.66136,44.30636,-18.48092,25.54501,2.7161,12.0922,15.5191,31.3959,0.72807,52.7699
6/29/2018,13.62,2.81,-21.64,13.1304,326.66962,50.54221,34.82184,34.59267,66.10433,47.37148,34.41819,34.03213,29.51696,222.84427,1192.31103,3933.58879,1677.21803,3056.46908,830.08034,274.58282,969.70384,56.64059,-19.68169,36.69495,3.0009,13.4774,15.9148,32.0769,0.71089,52.5554
9/28/2018,14.3821,3.24,-22.76,13.77742,331.79186,53.0143,37.16567,36.74911,69.52558,50.12566,36.76074,36.35218,30.76575,270.29996,1206.78808,3977.78955,1694.87617,3084.68812,839.78965,283.5418,974.9397,64.66705,-20.03316,44.5706,3.1598,14.0638,16.8578,32.5444,0.71202,52.4488
12/31/2018,14.4063,3.55,-25.38,13.92051,343.67294,47.23162,29.40011,29.21234,63.42056,44.4196,28.9594,28.6377,25.93668,222.12546,1208.83103,4081.42259,1762.92508,3116.64828,845.29096,259.53696,992.30732,62.7929,-22.05959,39.65677,2.7499,11.9301,13.2466,30.4608,0.6857,52.6786
3/29/2019,14.3051,2.7,-23.15,14.30528,327.55297,49.1959,35.80329,36.10141,64.16475,44.70967,35.31197,34.99513,28.07824,239.95599,1219.94008,4146.61367,1762.29972,3233.59613,862.09426,273.09405,1067.27189,25.99309,-19.27648,6.25854,2.7193,11.9827,15.8864,33.4708,0.69224,53.9706
6/28/2019,14.6667,2.89,-18.73,14.26349,340.20165,51.66598,35.75884,35.82251,67.13856,47.27593,35.19635,34.8569,29.36721,253.08983,1244.9052,4206.44887,1792.21192,3275.28703,879.48767,283.59888,1094.72447,53.5856,-20.23241,33.02344,2.8251,12.7139,15.4727,33.1134,0.69462,54.1037
9/30/2019,15.0046,5.56,-21.38,14.78594,344.81456,52.28697,35.23414,33.8838,68.82267,48.72156,34.66122,34.33025,29.71019,251.38121,1264.83232,4306.10343,1842.86502,3300.11239,898.65914,283.02985,1109.26941,62.41985,-20.40432,41.41223,2.8663,12.555,15.0245,33.2593,0.68634,53.9287
12/31/2019,15.7045,3.89,-21.85,14.98785,357.91358,51.84726,36.25514,36.38321,69.14255,48.46333,35.81746,35.5089,29.53666,235.04191,1227.64591,4291.36816,1845.3099,3330.11183,907.93652,275.73025,1095.80315,87.00735,-22.67406,63.81323,2.8454,12.7071,15.2822,33.5113,0.66528,53.3886
3/31/2020,16.4458,3.79,-23.11,15.01616,328.15812,31.88287,11.63734,12.80942,51.52492,29.16577,12.24928,11.98336,17.57676,348.76641,1396.70627,4507.59595,2031.65702,3575.34645,883.77987,261.8587,1190.06349,26.55352,-21.06909,5.12854,1.6534,7.7034,4.9206,30.1927,0.68747,56.0878
