FundID,FundName,FundStyle,GeoMandate,Beta,AUM,AUM_Increase,pAlphaSrp_3yr
5573,Mondiale Trading Program 1X,CTA/Managed Futures,Global,0.0101407295895607,424000000,1,1.76555690116166
5584,Graham Global Investment Fund Ltd - Proprietary Matrix Series A,Multi-Strategy,Global,0.0353533362391684,1013000000,1,0.890985279984087
5724,Hyman Beck & Co - Global Portfolio,CTA/Managed Futures,North America,-0.266011694166705,182000000,1,0.966985310949589
5725,Owl Creek Overseas Fund Ltd,Event Driven,Global,0.226568344704057,1951000060,1,1.61410402504043
5776,Sandler Offshore Fund,Long Short Equities,North America,0.0374292589309569,131000000,1,1.20135185592751
5793,Gruss Global Investors Ltd - Class A USD,Multi-Strategy,Global,0.141304645713847,518000000,1,1.37292455721836
5798,Haidar Jupiter International Ltd,Macro,Global,0.164845549180485,445000000,1,1.52405702724485
5852,IIG Trade Opportunities Fund NV - Class A Investor Shares,Others,Global,0.00136992805289997,243000000,1,7.5455782641328
5924,Bridgewater Pure Alpha 12% Volatility Strategy,Multi-Strategy,Global,-0.0806117445270431,10026000400,1,1.60530609516347
6043,Midway Market Neutral Fund LLC,Fixed Income,North America,0.227519019788959,754000000,1,1.50394166225992
6112,Gruss Global Investors LP - Class A USD,Multi-Strategy,Global,0.141212944130684,250000000,1,1.41544144063151
6152,MKP Credit LP,Fixed Income,Global,0.0714960431432535,3852999940,1,2.0691264943088
6157,MLM Macro - Peak Partners LP,Macro,Global,0.120607624599767,271000000,1,0.883110392415909
6300,Owl Creek II LP,Event Driven,Global,0.210319878511362,862000000,1,1.75060660442643
6320,Haidar Jupiter Fund LLC,Macro,Global,0.164768926571127,445000000,1,1.52248955611132
6503,Sandler Associates,Long Short Equities,North America,0.0385381659899153,224000000,1,1.26899304038083
6540,KWK Partners LP,Arbitrage,North America,0.0184639674378445,170000000,1,5.17172807968092
6735,Brookdale International Partners LP,Arbitrage,Global,0.0619822095765825,649000000,1,1.76806808669966
6760,CCI Healthcare Partners Diversified LP,Long Short Equities,North America,0.227853844107863,429000000,1,1.30114922377239
6856,Brookdale Global Opportunity Fund,Arbitrage,Global,0.0597523562041521,257000000,1,2.35927161657506
6940,AlphaQuest Original (AQO) Program,CTA/Managed Futures,Global,-0.189363632465382,122000000,1,1.54730384941733
6999,FORT Global Diversified LP,Macro,Global,-0.12785030318698,341000000,1,1.06285681734132
7042,Wexford Offshore Credit Opportunities Fund Ltd,Distressed Debt,Global,0.246182412732311,118000000,1,0.814830721844437
7043,Wexford Credit Opportunities Fund LP,Distressed Debt,Global,0.246300062410477,118000000,1,0.93845139284996
7216,Parallax Fund LP,Relative Value,Global,-0.285825405680473,527000000,1,1.87235435963577
7222,Platinum Partners Value Arbitrage Fund (USA) LP,Multi-Strategy,Global,0.0833238144188799,760000000,1,1.57459421836501
7331,Midway Market Neutral International Fund,Fixed Income,North America,0.227519019788959,754000000,1,1.50394166225992
7334,MKP Opportunity Offshore Ltd,Macro,Global,-0.0638215758303757,3880999940,1,1.25912303552804
7352,Platinum Partners Value Arbitrage Fund (International) Ltd,Multi-Strategy,Global,0.0834463508686852,760000000,1,1.56658918110929
7649,Chesapeake Diversified Program,CTA/Managed Futures,North America,0.227248083091716,264000000,1,1.15978427762342
7672,Altegris Winton Futures Fund LP Class B,CTA/Managed Futures,Global,-0.0641960519996283,340000000,1,0.773902750239651
7707,Aspect Diversified Fund - Class A USD,CTA/Managed Futures,Global,-0.137235346430446,1051000000,1,0.837623795971833
7762,Russell Clark Global Fund Ltd (Class A) - USD,Long Short Equities,Global,-0.125399675719004,710000000,1,1.84984463005402
7915,The Winton Fund Ltd - Tranche B (USD),Multi-Strategy,Global,-0.0379338693688568,12800000000,1,1.10722027995784
8125,Lyxor Epsilon Managed Futures - Class A USD,CTA/Managed Futures,Global,-0.100775224291834,150000000,1,1.13932447242768
8666,North MaxQ Macro Fund - Class A USD,Macro,Global,-0.142612455068212,795000000,1,1.58178870866894
8858,Stratus Fund Ltd - Class B Shares (USD Standard Leverage),Multi-Strategy,Global,0.0681994812624663,223000000,1,0.830013571393045
