FundID,FundName,FundStyle,GeoMandate,Beta,AUM,AUM_Increase,pAlphaSrp_3yr
5573,Mondiale Trading Program 1X,CTA/Managed Futures,Global,0.00807329096050434,345000000,1,1.61681503932511
5584,Graham Global Investment Fund Ltd - Proprietary Matrix Series A,Multi-Strategy,Global,0.0430849041217956,926000000,1,0.846279702376364
5725,Owl Creek Overseas Fund Ltd,Event Driven,Global,0.217473358845807,1947000060,1,1.80015307832607
5776,Sandler Offshore Fund,Long Short Equities,North America,0.0351540418188802,112000000,1,1.09433621965338
5793,Gruss Global Investors Ltd - Class A USD,Multi-Strategy,Global,0.139905038413038,538000000,1,1.49515285203556
5798,Haidar Jupiter International Ltd,Macro,Global,0.184179925873795,385000000,1,1.10234033323997
5852,IIG Trade Opportunities Fund NV - Class A Investor Shares,Others,Global,0.00221636655542299,314000000,1,7.8126526401069
5924,Bridgewater Pure Alpha 12% Volatility Strategy,Multi-Strategy,Global,-0.0859498332936696,10030000100,1,1.3319395987499
6043,Midway Market Neutral Fund LLC,Fixed Income,North America,0.223168991669695,745000000,1,1.99311391565603
6112,Gruss Global Investors LP - Class A USD,Multi-Strategy,Global,0.13983071702888,255000000,1,1.54193344786266
6152,MKP Credit LP,Fixed Income,Global,0.071718368316896,3758000130,1,2.05468380036457
6157,MLM Macro - Peak Partners LP,Macro,Global,0.131908539785561,250000000,1,0.919036825177455
6300,Owl Creek II LP,Event Driven,Global,0.201626585502597,892000000,1,1.95095242058631
6320,Haidar Jupiter Fund LLC,Macro,Global,0.184088248009907,385000000,1,1.10087022990241
6503,Sandler Associates,Long Short Equities,North America,0.036112266543232,313000000,1,1.16135587149231
6540,KWK Partners LP,Arbitrage,North America,0.0171587855123344,166000000,1,6.04630870680237
6735,Brookdale International Partners LP,Arbitrage,Global,0.0630945141655311,660000000,1,1.51196542261408
6760,CCI Healthcare Partners Diversified LP,Long Short Equities,North America,0.22355981027918,415000000,1,1.17386756772591
6856,Brookdale Global Opportunity Fund,Arbitrage,Global,0.0608984055951292,256000000,1,2.03440023401192
6999,FORT Global Diversified LP,Macro,Global,-0.131872984405454,242000000,1,0.901522488093617
7216,Parallax Fund LP,Relative Value,Global,-0.288395649395057,517000000,1,1.9614995874246
7222,Platinum Partners Value Arbitrage Fund (USA) LP,Multi-Strategy,Global,0.0916340866432737,755000000,1,1.89126834333351
7331,Midway Market Neutral International Fund,Fixed Income,North America,0.223168991669695,745000000,1,1.99311391565603
