FundID,FundName,FundStyle,GeoMandate,Beta,AUM,AUM_Increase,pAlphaSrp_3yr
5798,Haidar Jupiter International Ltd,Macro,Global,0.110946950235063,426000000,1,0.911899505424734
6320,Haidar Jupiter Fund LLC,Macro,Global,0.110922235309987,426000000,1,0.91196169527105
6503,Sandler Associates,Long Short Equities,North America,0.0356777369500642,102000000,1,1.0376535270231
6735,Brookdale International Partners LP,Arbitrage,Global,0.0560257217263129,1147000060,1,3.82225103182398
6856,Brookdale Global Opportunity Fund,Arbitrage,Global,0.0503278395479453,468000000,1,3.96543681478357
7216,Parallax Fund LP,Relative Value,Global,-0.242883752917517,1099000060,1,1.18202615437336
7728,OCCO Eastern European Fund - Class A USD,Long Short Equities,Emerging Markets,0.169979447478813,438000000,1,1.23739931000774
14408,Mariner Partners LP,Multi-Strategy,Global,0.217350575083636,635000000,1,1.78270289605064
14425,Paloma Partners LLC,Multi-Strategy,Global,0.132813017682564,4566000130,1,0.90714280089017
16698,Waterfall Eden Fund LP,Distressed Debt,Global,0.0335649947484114,3160999940,1,4.19361642560344
17492,LH Asian Trade Finance Fund Ltd - Class A,Others,Asia ex Japan,0.00211797374390148,287000000,1,12.099273078645
17606,Hudson Bay International Fund Ltd,Multi-Strategy,Global,0.0322781199815049,2427000060,1,2.36294834904583
17607,Hudson Bay Fund LP,Multi-Strategy,Global,0.0173672444835273,685000000,1,2.59530239185243
18073,Tenor Opportunity Fund,Arbitrage,North America,0.181259770252708,844000000,1,1.46260726514319
18606,Sector Healthcare Fund - Class A USD,Long Short Equities,Global,0.0566591087733069,655000000,1,0.953542234422189
20076,Simplex Value Up Trust - USD Unhedged,Bottom-Up,Japan,0.202220525311974,593000000,1,0.912144505943882
22848,Waterfall Eden Fund Ltd,Distressed Debt,Global,0.0369805129068929,3160999940,1,4.38875067348691
23024,Sandler Plus Domestic Fund LP,Long Short Equities,North America,0.0832305634576021,294000000,1,1.13355095439623
23025,Sandler Plus Offshore Fund Ltd,Long Short Equities,North America,0.0846755099207695,237000000,1,1.34894410450234
23108,Sio Partners LP,Long Short Equities,North America,0.0856133418249535,400000000,1,0.929683089105184
25223,Segantii Asia-Pacific Equity Multi-Strategy Fund,Multi-Strategy,Asia inc Japan,-0.0327476664138879,3366000130,1,1.63153570695945
26387,Pinpoint Multi-Strategy Master Fund - Class A,Multi-Strategy,Asia inc Japan,0.14297240505467,720000000,1,1.65204752476481
27047,Waterfall Victoria Fund LP,Distressed Debt,Global,0.0101786960638495,1571000060,1,4.02175948148288
27049,Waterfall Victoria Fund Ltd,Distressed Debt,Global,0.0169867434768888,1571000060,1,4.05038524668425
27501,The Kawa Offshore Feeder Fund,Multi-Strategy,Global,0.0713674325904751,369000000,1,1.56650654520927
28209,W Financial Fund LP,Others,North America,0.0173082268942833,312000000,1,17.1840957007033
28215,Victory Arcadia Fund - Class A USD,Others,Global,-0.0161181619689757,750000000,1,1.59018930232556
29477,400 Capital Credit Opportunities Fund LP,Fixed Income,Global,0.109706325002647,1220999940,1,4.92032267305693
30145,Luxembourg Life Fund - Long Term Growth Fund - A Class,Fixed Income,Global,-0.0419167993588629,1572000000,1,12.9929347656289
30218,Parallax Offshore Investors Fund Ltd,Relative Value,Global,-0.113501697341926,1743000060,1,0.977500275690896
30414,Akito Fund USD - Class A Series 1,Long Short Equities,Japan,0.0161936251010347,1020000000,1,1.93466251221807
30705,Barak Structured Trade Finance Fund,Fixed Income,Middle East & Africa,0.00472945448709107,838000000,1,13.7671905555131
31034,400 Capital Credit Opportunities Fund Ltd,Relative Value,Global,0.141235490674992,1220999940,1,3.84585873118218
31225,MW Japan Market Neutral Fund - Class A USD,Long Short Equities,Japan,0.0519004305265827,1256999940,1,1.58360187933136
31340,Ancile Fund (Cayman) Ltd - Class B,Diversified Debt,Emerging Markets,0.00948797760596625,226000000,1,6.55568537540094
31570,Global Sigma Plus Program,CTA/Managed Futures,North America,-0.0147789881925192,359000000,1,5.54700353405796
31777,RiverNorth Institutional Partners LP,Relative Value,North America,0.222412343369644,280000000,1,0.908090148836033
31908,Glazer Enhanced Fund LP,Arbitrage,North America,0.0917253802576542,371000000,1,2.44807010039218
32202,TCA Global Credit Master Fund LP - A USD,Fixed Income,Global,0.00972591933094,509000000,1,9.30367415597011
32882,MS PSAM Global Event UCITS Fund - Class I USD,Event Driven,Global,0.200750809057955,753000000,1,1.286969818948
33186,KS Asia Absolute Return Fund IC,Multi-Strategy,Asia inc Japan,0.0648430465365358,793000000,1,3.24131230866244
33187,KS Korea Credit Fund -1 IC,Fixed Income,Korea,0.0590370609367528,207000000,1,2.00345973919823
33322,TT Mid-Cap Europe Long Short Fund - Class B USD,Long Short Equities,Europe,-0.0893320261317607,908000000,1,1.54688742155792
33514,Sino Vision Greater China Market Neutral Fund,Long Short Equities,Greater China,0.101722515947374,436000000,1,1.59371864845685
33531,BAF Latam Trade Finance Fund - Class A,Others,Latin America,0.0110532325538625,518000000,1,3.87895570795065
33590,Glazer Enhanced Offshore Fund Ltd,Arbitrage,North America,0.110255073122373,682000000,1,2.13354474392239
33758,The Mangrove Partners Fund LP,Event Driven,Global,0.0760080102717646,1090000000,1,0.946264606180446
34097,Camden Bonds Plus Fund LLC,Fixed Income,North America,0.0124370508694683,382000000,1,1.60444677636101
34558,Weiss Multi-Strategy Partners LLC,Multi-Strategy,Global,0.0761742608675991,613000000,1,1.68684803213468
34567,Weiss Multi-Strategy Partners (Cayman) Ltd,Multi-Strategy,Global,0.0795374561281256,613000000,1,1.48423240888269
