date,px,CF,g,erpb,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
730492,1441.47,6.54904910788038,0.01517239525,0.0034196409918169,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365,0.016365
730499,1465.15,6.54904910788038,0.01517239525,0.00296759710268183,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425,0.0167425
730506,1441.36,6.54904910788038,0.01517239525,0.00304749298370761,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375,0.0167375
730513,1360.16,6.54904910788038,0.01517239525,0.00393035980524116,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613,0.01613
730520,1424.37,6.54904910788038,0.01517239525,0.00416251242071884,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775,0.0156775
730527,1387.12,6.54904910788038,0.01517239525,0.00429285755279774,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725,0.0156725
730534,1346.09,6.54904910788038,0.01517239525,0.004716451233966,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395,0.015395
730541,1333.36,6.54904910788038,0.01517239525,0.00483610592787905,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225,0.0153225
730548,1409.17,6.54904910788038,0.01517239525,0.00456035963290398,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533,0.01533
730555,1395.07,6.54904910788038,0.01517239525,0.00449804419195761,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544,0.01544
730562,1464.47,6.54904910788038,0.01517239525,0.00471220410197841,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
730569,1527.46,6.54904910788038,0.01517239525,0.00455998966782883,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965,0.014965
730576,1498.58,6.8053455330697,0.01468776,0.0047256560182149,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457,0.01457
730583,1516.35,6.8053455330697,0.01468776,0.00496915640582749,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725,0.0142725
730590,1356.56,6.8053455330697,0.01468776,0.00533806254096869,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444
730597,1434.54,6.8053455330697,0.01468776,0.00493385935238925,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675,0.0145675
730604,1452.43,6.8053455330697,0.01468776,0.00454206885824205,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149
730611,1432.63,6.8053455330697,0.01468776,0.00403777690246364,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547,0.01547
730618,1420.96,6.8053455330697,0.01468776,0.00404486253277818,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025,0.0155025
730625,1406.95,6.8053455330697,0.01468776,0.004080753045223,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515,0.015515
730632,1378.02,6.8053455330697,0.01468776,0.00455129091027451,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475,0.0151475
730639,1477.26,6.8053455330697,0.01468776,0.00449965774648775,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625,0.0148625
730646,1456.95,6.8053455330697,0.01468776,0.0046898192264501,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375,0.0147375
730653,1464.46,6.8053455330697,0.01468776,0.00473051396048816,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725
730660,1441.48,6.8053455330697,0.01468776,0.00437568429654001,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025,0.0151025
730667,1454.6,6.88219599376288,0.0145416975,0.00460183142413026,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474,0.01474
730674,1478.9,6.88219599376288,0.0145416975,0.00459045979362355,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725
730681,1509.98,6.88219599376288,0.0145416975,0.00447578179650715,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469,0.01469
730688,1480.19,6.88219599376288,0.0145416975,0.00478634516755612,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725,0.0144725
730695,1419.89,6.88219599376288,0.0145416975,0.00499667336505989,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625,0.0144625
730702,1462.93,6.88219599376288,0.0145416975,0.00504449921029364,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427,0.01427
730709,1471.84,6.88219599376288,0.0145416975,0.00502060635289154,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265,0.014265
730716,1491.72,6.88219599376288,0.0145416975,0.0049973847643927,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225,0.014225
730723,1506.45,6.88219599376288,0.0145416975,0.00500411721591482,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725,0.0141725
730730,1520.77,6.88219599376288,0.0145416975,0.00498047350231454,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525,0.0141525
730737,1494.5,6.88219599376288,0.0145416975,0.00496367796573426,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425
730744,1465.81,6.88219599376288,0.0145416975,0.00455512168597218,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475,0.01475
730751,1448.72,6.88219599376288,0.0145416975,0.00457881399320772,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825,0.0147825
730758,1436.51,6.88219599376288,0.0145416975,0.00468977960944574,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125,0.0147125
730765,1408.99,6.99525935415875,0.01401819525,0.00446002499372405,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925,0.0145925
730772,1374.17,6.99525935415875,0.01401819525,0.00467008953208282,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451
730779,1396.93,6.99525935415875,0.01401819525,0.00477848745548614,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175,0.0143175
730786,1379.58,6.99525935415875,0.01401819525,0.00480734724960113,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525,0.0143525
730793,1426.69,6.99525935415875,0.01401819525,0.00434256739153722,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475,0.0146475
730800,1365.98,6.99525935415875,0.01401819525,0.00453853867787576,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725,0.0146725
730807,1367.72,6.99525935415875,0.01401819525,0.00476443239328207,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444,0.01444
730814,1341.77,6.99525935415875,0.01401819525,0.00513723486976326,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675,0.0141675
730821,1315.23,6.99525935415875,0.01401819525,0.00532391184756068,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875,0.0140875
730828,1369.89,6.99525935415875,0.01401819525,0.0054412170368659,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755,0.013755
730835,1312.15,6.99525935415875,0.01401819525,0.00587657130503161,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475,0.0135475
730842,1305.97,6.99525935415875,0.01401819525,0.00594465253126199,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505,0.013505
730849,1320.28,6.99525935415875,0.01401819525,0.00574828308410316,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425,0.0136425
730856,1298.35,6.91136053007654,0.013665594,0.00556652604996201,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495,0.013495
730863,1318.32,6.91136053007654,0.013665594,0.00493478810846241,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045,0.014045
730870,1342.54,6.91136053007654,0.013665594,0.00500141775725728,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825,0.0138825
730877,1354.95,6.91136053007654,0.013665594,0.00473612308009017,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141
730884,1349.47,6.91136053007654,0.013665594,0.00508461984130671,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725,0.0137725
730891,1314.76,6.91136053007654,0.013665594,0.0055216774502633,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725,0.0134725
730898,1301.53,6.91136053007654,0.013665594,0.0054133422863001,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635,0.013635
730905,1245.86,6.91136053007654,0.013665594,0.00559386497512416,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695,0.013695
730912,1234.18,6.91136053007654,0.013665594,0.00592458233806103,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175,0.0134175
730919,1233.42,6.91136053007654,0.013665594,0.00604058003644191,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305,0.013305
730926,1150.53,6.91136053007654,0.013665594,0.00657729495700953,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775,0.0131775
730933,1139.83,6.91136053007654,0.013665594,0.00652695650762674,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285,0.013285
730940,1160.33,6.91136053007654,0.013665594,0.00609336633810052,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361,0.01361
730947,1128.43,6.68765996521688,0.01302611375,0.00536983058192145,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366,0.01366
730954,1183.5,6.68765996521688,0.01302611375,0.00474296878561058,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075,0.0140075
730961,1242.98,6.68765996521688,0.01302611375,0.00398404270673714,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925,0.0144925
730968,1253.05,6.68765996521688,0.01302611375,0.00393274092740323,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145
730975,1266.61,6.68765996521688,0.01302611375,0.00418485897121658,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419,0.01419
730982,1245.67,6.68765996521688,0.01302611375,0.00382977261201413,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635,0.014635
730989,1291.96,6.68765996521688,0.01302611375,0.00385240936646268,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175,0.0144175
730996,1277.89,6.68765996521688,0.01302611375,0.00369514532521002,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325,0.0146325
731003,1260.67,6.68765996521688,0.01302611375,0.00413756108327922,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625,0.0142625
731010,1264.96,6.68765996521688,0.01302611375,0.00403933581602987,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425,0.0143425
731017,1214.36,6.68765996521688,0.01302611375,0.00441249825265583,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925,0.0141925
731024,1225.35,6.68765996521688,0.01302611375,0.00461746198490851,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375
731031,1224.42,6.68765996521688,0.01302611375,0.00416166138450868,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975,0.0143975
731038,1190.59,6.78376232701135,0.01245093625,0.00388969503285568,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433,0.01433
731045,1215.68,6.78376232701135,0.01245093625,0.00405313561108198,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475,0.0140475
731052,1210.85,6.78376232701135,0.01245093625,0.00425067188552886,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725,0.0138725
731059,1205.82,6.78376232701135,0.01245093625,0.00428933324895516,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575,0.0138575
731066,1214.35,6.78376232701135,0.01245093625,0.0041443233659716,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625,0.0139625
731073,1190.16,6.78376232701135,0.01245093625,0.00446177926209933,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376,0.01376
731080,1161.97,6.78376232701135,0.01245093625,0.0048117829321692,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355,0.01355
731087,1184.93,6.78376232701135,0.01245093625,0.00462475039453183,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225,0.0136225
731094,1133.58,6.78376232701135,0.01245093625,0.00508981742228615,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342
731101,1085.78,6.78376232701135,0.01245093625,0.00535405149367748,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225,0.0134225
731108,1092.54,6.78376232701135,0.01245093625,0.00536241227767876,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375,0.013375
731115,965.8,6.78376232701135,0.01245093625,0.00560487393821714,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575,0.0139575
731122,1040.94,6.78376232701135,0.01245093625,0.00549653654327351,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525,0.0135525
731129,1071.38,6.55804961620029,0.01218048775,0.00510616982285401,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327,0.01327
731136,1091.65,6.55804961620029,0.01218048775,0.00469612702010883,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565,0.013565
731143,1073.48,6.55804961620029,0.01218048775,0.00496904949238394,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395,0.013395
